	1.000002e+00		9.385056e+05		1.505095e+12
	1.000004e+00		9.405280e+05		1.302985e+12
	1.000006e+00		9.432328e+05		1.163505e+12
	1.000008e+00		9.448553e+05		1.077669e+12
	1.000010e+00		9.451136e+05		1.024881e+12
	1.000012e+00		9.435411e+05		9.874930e+11
	1.000014e+00		9.400673e+05		9.557193e+11
	1.000016e+00		9.372555e+05		9.257199e+11
	1.000018e+00		9.370226e+05		8.965283e+11
	1.000020e+00		9.369985e+05		8.682429e+11
	1.000022e+00		9.352611e+05		8.413154e+11
	1.000024e+00		9.331553e+05		8.162884e+11
	1.000026e+00		9.331495e+05		7.936500e+11
	1.000028e+00		9.322865e+05		7.737239e+11
	1.000030e+00		9.279403e+05		7.565858e+11
	1.000032e+00		9.272197e+05		7.420118e+11
	1.000034e+00		9.334965e+05		7.294942e+11
	1.000036e+00		9.391084e+05		7.183654e+11
	1.000038e+00		9.399783e+05		7.080097e+11
	1.000040e+00		9.377090e+05		6.980531e+11
	1.000042e+00		9.323102e+05		6.884196e+11
	1.000044e+00		9.118928e+05		6.792405e+11
	1.000046e+00		8.237462e+05		6.706991e+11
	1.000048e+00		6.683737e+05		6.629130e+11
	1.000050e+00		5.700340e+05		6.559020e+11
	1.000052e+00		5.520305e+05		6.496285e+11
	1.000054e+00		6.059179e+05		6.440614e+11
	1.000056e+00		7.387757e+05		6.392188e+11
	1.000058e+00		8.618430e+05		6.351659e+11
	1.000060e+00		8.846223e+05		6.319778e+11
	1.000062e+00		8.356588e+05		6.296997e+11
	1.000064e+00		7.257384e+05		6.283314e+11
	1.000066e+00		5.931316e+05		6.278456e+11
	1.000068e+00		5.068695e+05		6.282255e+11
	1.000070e+00		4.808365e+05		6.294968e+11
	1.000072e+00		5.082829e+05		6.317317e+11
	1.000074e+00		6.007564e+05		6.350201e+11
	1.000076e+00		7.466522e+05		6.394182e+11
	1.000078e+00		8.577201e+05		6.448948e+11
	1.000080e+00		9.001936e+05		6.512956e+11
	1.000082e+00		8.944161e+05		6.583494e+11
	1.000084e+00		8.454667e+05		6.657248e+11
	1.000086e+00		7.944439e+05		6.731277e+11
	1.000088e+00		7.960011e+05		6.803953e+11
	1.000090e+00		8.517016e+05		6.875396e+11
	1.000092e+00		9.097311e+05		6.947100e+11
	1.000094e+00		9.333378e+05		7.020905e+11
	1.000096e+00		9.322257e+05		7.097802e+11
	1.000098e+00		9.082790e+05		7.177122e+11
	1.000100e+00		8.662385e+05		7.256472e+11
	1.000102e+00		8.443018e+05		7.332378e+11
	1.000104e+00		8.673217e+05		7.401347e+11
	1.000106e+00		9.091131e+05		7.460913e+11
	1.000108e+00		9.296321e+05		7.510291e+11
	1.000110e+00		9.287400e+05		7.550431e+11
	1.000112e+00		9.243146e+05		7.583477e+11
	1.000114e+00		9.229464e+05		7.611868e+11
	1.000116e+00		9.233066e+05		7.637498e+11
	1.000118e+00		9.237242e+05		7.661283e+11
	1.000120e+00		9.246918e+05		7.683276e+11
	1.000122e+00		9.282391e+05		7.703176e+11
	1.000124e+00		9.336312e+05		7.720864e+11
	1.000126e+00		9.381896e+05		7.736640e+11
	1.000128e+00		9.412756e+05		7.751047e+11
	1.000130e+00		9.433488e+05		7.764441e+11
	1.000132e+00		9.438056e+05		7.776611e+11
	1.000134e+00		9.417947e+05		7.786744e+11
	1.000136e+00		9.380693e+05		7.793776e+11
	1.000138e+00		9.357475e+05		7.796965e+11
	1.000140e+00		9.375006e+05		7.796321e+11
	1.000142e+00		9.410475e+05		7.792636e+11
	1.000144e+00		9.424291e+05		7.787112e+11
	1.000146e+00		9.411847e+05		7.780884e+11
	1.000148e+00		9.395182e+05		7.774709e+11
	1.000150e+00		9.403343e+05		7.768925e+11
	1.000152e+00		9.433319e+05		7.763586e+11
	1.000154e+00		9.456566e+05		7.758627e+11
	1.000156e+00		9.464995e+05		7.753980e+11
	1.000158e+00		9.466300e+05		7.749639e+11
	1.000160e+00		9.466078e+05		7.745670e+11
	1.000162e+00		9.464579e+05		7.742187e+11
