	1.000002e+00		9.385056e+05		1.516045e+12
	1.000004e+00		9.405280e+05		1.268554e+12
	1.000006e+00		9.432328e+05		1.093162e+12
	1.000008e+00		9.448553e+05		9.805019e+11
	1.000010e+00		9.451136e+05		9.096126e+11
	1.000012e+00		9.435411e+05		8.629430e+11
	1.000014e+00		9.400673e+05		8.309411e+11
	1.000016e+00		9.372555e+05		8.094425e+11
	1.000018e+00		9.370226e+05		7.960978e+11
	1.000020e+00		9.369985e+05		7.886487e+11
	1.000022e+00		9.352611e+05		7.848045e+11
	1.000024e+00		9.331553e+05		7.826163e+11
	1.000026e+00		9.331495e+05		7.806333e+11
	1.000028e+00		9.322865e+05		7.777723e+11
	1.000030e+00		9.279403e+05		7.731552e+11
	1.000032e+00		9.272197e+05		7.661180e+11
	1.000034e+00		9.334965e+05		7.563709e+11
	1.000036e+00		9.391084e+05		7.441469e+11
	1.000038e+00		9.399783e+05		7.301763e+11
	1.000040e+00		9.377090e+05		7.154449e+11
	1.000042e+00		9.323102e+05		7.008282e+11
	1.000044e+00		9.118928e+05		6.867809e+11
	1.000046e+00		8.237462e+05		6.732321e+11
	1.000048e+00		6.683737e+05		6.597351e+11
	1.000050e+00		5.700340e+05		6.457947e+11
	1.000052e+00		5.520305e+05		6.312251e+11
	1.000054e+00		6.059179e+05		6.163887e+11
	1.000056e+00		7.387757e+05		6.022217e+11
	1.000058e+00		8.618430e+05		5.900245e+11
	1.000060e+00		8.846223e+05		5.810701e+11
	1.000062e+00		8.356588e+05		5.761662e+11
	1.000064e+00		7.257384e+05		5.753589e+11
	1.000066e+00		5.931316e+05		5.779430e+11
	1.000068e+00		5.068695e+05		5.828092e+11
	1.000070e+00		4.808365e+05		5.889717e+11
	1.000072e+00		5.082829e+05		5.960028e+11
	1.000074e+00		6.007564e+05		6.041408e+11
	1.000076e+00		7.466522e+05		6.140242e+11
	1.000078e+00		8.577201e+05		6.262115e+11
	1.000080e+00		9.001936e+05		6.407504e+11
	1.000082e+00		8.944161e+05		6.570084e+11
	1.000084e+00		8.454667e+05		6.738190e+11
	1.000086e+00		7.944439e+05		6.898409e+11
	1.000088e+00		7.960011e+05		7.039551e+11
	1.000090e+00		8.517016e+05		7.155415e+11
	1.000092e+00		9.097311e+05		7.245621e+11
	1.000094e+00		9.333378e+05		7.314563e+11
	1.000096e+00		9.322257e+05		7.369061e+11
	1.000098e+00		9.082790e+05		7.415657e+11
	1.000100e+00		8.662385e+05		7.458574e+11
	1.000102e+00		8.443018e+05		7.499112e+11
	1.000104e+00		8.673217e+05		7.536565e+11
	1.000106e+00		9.091131e+05		7.569928e+11
	1.000108e+00		9.296321e+05		7.599315e+11
	1.000110e+00		9.287400e+05		7.626240e+11
	1.000112e+00		9.243146e+05		7.652785e+11
	1.000114e+00		9.229464e+05		7.680332e+11
	1.000116e+00		9.233066e+05		7.708758e+11
	1.000118e+00		9.237242e+05		7.736561e+11
	1.000120e+00		9.246918e+05		7.761775e+11
	1.000122e+00		9.282391e+05		7.783040e+11
	1.000124e+00		9.336312e+05		7.800151e+11
